Date,Price,Total Volume,Market Cap
2022-10-31 05:30:00,1591.0517734961002,10366405350.250761,191500820025.9781
2022-11-01 05:30:00,1572.979514885975,14900137160.396046,189478578997.59592
2022-11-02 05:30:00,1580.3787334402593,19199900507.15055,190428736966.3317
2022-11-03 05:30:00,1520.6383643789845,27498708818.133373,183368006193.10986
2022-11-04 05:30:00,1531.112630741574,22537458293.692245,184398997533.25903
2022-11-05 05:30:00,1644.1928578089398,36953923774.760704,198053929735.65234
2022-11-06 05:30:00,1626.8064304933644,21174006976.119827,196264485041.5907
2022-11-07 05:30:00,1572.9477769721586,22195586345.876583,189763621397.94974
2022-11-08 05:30:00,1569.9886360033397,30344896841.852493,188875473098.02014
2022-11-09 05:30:00,1334.2879331082395,32343101742.62143,160813058133.9897
2022-11-10 05:30:00,1095.1839771132936,29253284762.659542,131794377265.61275
2022-11-11 05:30:00,1301.5538803074423,24039423467.45047,156380990539.85645
2022-11-12 05:30:00,1293.9115948871518,17355612789.319725,155222424523.53937
2022-11-13 05:30:00,1255.6010507578437,8636739779.554464,151059842003.22357
2022-11-14 05:30:00,1223.0064433283683,7719000328.307081,147426038251.7689
2022-11-15 05:30:00,1241.997092728311,12056844339.739658,149987178583.21732
2022-11-16 05:30:00,1252.7067308366848,8940477028.374247,151062413577.56232
2022-11-17 05:30:00,1217.7020892163014,8870530650.446701,146462319554.31644
2022-11-18 05:30:00,1201.7898419641292,7075882101.619532,144894942760.29672
2022-11-19 05:30:00,1213.49631006335,5600678512.529781,146145817586.6032
2022-11-20 05:30:00,1218.8936571112463,3722348151.0022244,146971097131.67468
2022-11-21 05:30:00,1144.2531525085535,6826180055.62674,137964810712.74976
2022-11-22 05:30:00,1110.2882130124592,10372965080.612862,133733639793.52232
2022-11-23 05:30:00,1135.175811894246,9220536958.839794,137050514642.06917
2022-11-24 05:30:00,1184.4617581029652,9189536303.575544,142854533237.69275
2022-11-25 05:30:00,1204.2078028331202,6955523718.221009,145091739838.44122
2022-11-26 05:30:00,1198.9755884889066,5823202533.487156,144810246844.91675
2022-11-27 05:30:00,1205.6579602157142,5271100859.564753,145222050633.46432
2022-11-28 05:30:00,1196.1962195659255,4150923882.274703,144507830172.60718
2022-11-29 05:30:00,1170.115741471507,6467273323.741678,141048501904.6694
2022-11-30 05:30:00,1216.936420693739,7132972094.453388,146749281622.5983
2022-12-01 05:30:00,1298.94077037352,9889408117.518559,156777674228.40683
2022-12-02 05:30:00,1276.6393714030964,6400063074.120894,153787135286.89285
2022-12-03 05:30:00,1293.9480231782143,5644934957.241694,155766037022.93884
2022-12-04 05:30:00,1243.0408423289737,5183647936.284697,150322759022.75156
2022-12-05 05:30:00,1282.4164481394064,4842789176.374092,154484879835.4558
2022-12-06 05:30:00,1259.7575748565346,5795682744.772271,151960138515.5798
2022-12-07 05:30:00,1271.9354761263946,4765089563.175744,153112232020.5009
2022-12-08 05:30:00,1233.6250483990402,5392077793.333963,148778387852.61035
2022-12-09 05:30:00,1281.210637067264,5929103713.4824705,154438830699.8818
2022-12-10 05:30:00,1264.4773467215684,5743935111.263781,152405570526.73016
